Exercise_ID,Exercise,Exercise_Description,Muscle_Involved,Pain_Level,Functional_Goal,Repetition,Set,Image_Link,Video_Link
E564,Seated Shoulder Rolls,"Roll shoulders up, back, and down to loosen up chest and shoulder areas",Chest,Low,Improve Mobility,10,3,exercise.jpg,
E565,Incline Chest Squeeze (No Weight),"Sit on a chair, clasp hands in front of chest, and squeeze gently without resistance",Chest,Low,Improve Mobility,10,3,exercise.jpg,
E566,Wall Push-Ups,"Stand at arm’s length from a wall, perform gentle push-ups, focusing on stretching and activating the chest",Chest,Low,Improve Mobility,10,3,exercise.jpg,
E567,Chest Fly (No Weight),"Lie on your back with arms extended to sides, bring arms together with a gentle squeeze",Chest,Low,Improve Mobility,10,3,exercise.jpg,
E568,Doorway Chest Stretch,"Stand in a doorway, place arms on each side, and gently lean forward to open up the chest",Chest,Moderate,Improve Mobility,10,3,exercise.jpg,
E569,Cat-Cow with Chest Expansion,"On hands and knees, perform gentle chest-opening movements to engage chest muscles",Chest,Moderate,Improve Mobility,10,3,exercise.jpg,
E570,Bent Arm Wall Stretch,"Bend arm at elbow, place against a wall, and turn body gently to stretch pectoral muscles",Chest,Moderate,Improve Mobility,10,3,exercise.jpg,
E571,Modified Wall Push-Up,"Stand close to a wall, perform push-ups with minimal body weight to gently activate chest muscles",Chest,Moderate,Improve Mobility,10,3,exercise.jpg,
E572,Resistance Band Chest Squeeze (Low Resistance),"Use a light resistance band, gently pull to activate the chest without strain",Chest,Moderate,Improve Mobility,10,3,exercise.jpg,
E573,Floor Chest Press (No Weight),"Lie on your back, press hands upward, mimicking chest press without any weights",Chest,Moderate,Improve Mobility,10,3,exercise.jpg,
E574,None,,Chest,Severe,Improve Mobility,10,3,exercise.jpg,
E575,Neck Tilt Stretch,"Tilt head to one side, gently pull with opposite hand to stretch side of neck",Neck,Low,Improve Mobility,10,3,exercise.jpg,
E576,Side-to-Side Neck Rotation,Slowly rotate head side-to-side to improve flexibility,Neck,Low,Improve Mobility,10,3,exercise.jpg,
E577,Shoulder Rolls,"Roll shoulders up, back, and down to reduce neck and shoulder tension",Neck,Low,Improve Mobility,10,3,exercise.jpg,
E578,Chin Tucks (No Weight),"Sit or stand, gently tuck chin toward chest to engage neck flexors",Neck,Low,Improve Mobility,10,3,exercise.jpg,
E579,Shoulder Blade Squeeze,Squeeze shoulder blades together to engage the muscles that support the neck,Neck,Low,Improve Mobility,10,3,exercise.jpg,
E580,Shoulder Shrugs (No Weight),"Raise shoulders toward ears and hold, then gently release",Neck,Low,Improve Mobility,10,3,exercise.jpg,
E581,Levator Scapula Stretch,"Place hand behind back, tilt head to opposite side to stretch the side of the neck",Neck,Moderate,Improve Mobility,10,3,exercise.jpg,
E582,Cat-Cow with Neck Movement,"On hands and knees, perform cat-cow while gently lifting and lowering head to engage neck muscles",Neck,Moderate,Improve Mobility,10,3,exercise.jpg,
E583,Neck Retraction,Pull head back gently while keeping chin level to strengthen deep neck stabilizers,Neck,Moderate,Improve Mobility,10,3,exercise.jpg,
E584,Isometric Neck Holds,"Press hand gently against forehead or side of head, resisting without moving",Neck,Moderate,Improve Mobility,10,3,exercise.jpg,
E585,Wall Angels,"Stand with back against a wall, slowly raise arms up and down, keeping contact with the wall to engage neck support",Neck,Moderate,Improve Mobility,10,3,exercise.jpg,
E586,Resistance Band Rows (Low Resistance),"Use a light resistance band, pull back while keeping neck aligned to gently activate neck support",Neck,Moderate,Improve Mobility,10,3,exercise.jpg,
E587,None,,Neck,Severe,Improve Mobility,10,3,exercise.jpg,
E588,Overhead Triceps Stretch,"Raise one arm, bend at the elbow, and use the opposite hand to gently pull for a stretch",Triceps,Low,Improve Mobility,10,3,exercise.jpg,
E589,Arm Circles,Perform small forward and backward circles to engage triceps and shoulder muscles,Triceps,Low,Improve Mobility,10,3,exercise.jpg,
E590,Cross-Body Arm Stretch,"Bring one arm across the chest, using the other arm to support and stretch triceps",Triceps,Low,Improve Mobility,10,3,exercise.jpg,
E591,Wall Push-Ups,"Stand at arm’s length from a wall, perform push-ups with slow, controlled movement to activate triceps",Triceps,Low,Improve Mobility,10,3,exercise.jpg,
E592,Isometric Triceps Hold,"Press hands together behind the back, holding tension to gently activate the triceps",Triceps,Low,Improve Mobility,10,3,exercise.jpg,
E593,Triceps Squeeze (No Weight),"Extend arm and gently contract triceps, holding tension without adding any weight",Triceps,Low,Improve Mobility,10,3,exercise.jpg,
E594,Wall Triceps Stretch,"Stand facing a wall, place hands on the wall at shoulder height, and lean slightly forward to stretch",Triceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E595,Seated Arm Extension,"Sit with arm bent, extend one arm at a time to gently engage triceps",Triceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E596,Overhead Reach with Support,"Sit with arms supported, lift one arm slowly overhead to a comfortable position",Triceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E597,Modified Wall Push-Up,Stand close to a wall and perform push-ups with reduced body weight to gently activate triceps muscles,Triceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E598,Resistance Band Triceps Extensions (Low Resistance),Use a light resistance band for controlled triceps extensions,Triceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E599,Chair Dips (No Weight),"Sit on a chair, place hands on the seat, and gently lift and lower body using triceps without a full dip",Triceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E600,None,,Triceps,Severe,Improve Mobility,10,3,exercise.jpg,
E601,Dynamic Quadriceps Stretch,Slow leg swings forward and back to warm up,Quadriceps,Low,Improve Mobility,10,3,exercise.jpg,
E602,Standing Leg Raises,Lift leg straight out in front to engage the quads without strain,Quadriceps,Low,Improve Mobility,10,3,exercise.jpg,
E603,Heel Slides,Slide heels towards glutes while lying down to gently activate the quadriceps,Quadriceps,Low,Improve Mobility,10,3,exercise.jpg,
E604,Bodyweight Squats,"Start with body weight only, focusing on proper form",Quadriceps,Low,Improve Mobility,10,3,exercise.jpg,
E605,Lunges,Bodyweight lunges with a controlled descent and focus on quad activation,Quadriceps,Low,Improve Mobility,10,3,exercise.jpg,
E606,Step-Ups,Step onto a low platform to engage quads and improve stability,Quadriceps,Low,Improve Mobility,10,3,exercise.jpg,
E607,Heel Slides,Perform slowly to maintain knee range of motion,Quadriceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E608,Wall Slides,Lean against the wall and slide down to a partial squat position to engage quads,Quadriceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E609,Straight Leg Raises,"Lift one leg while lying down, keeping knee straight to engage quadriceps",Quadriceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E610,Resistance Band Leg Extensions,Use a light band for controlled knee extension,Quadriceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E611,Isometric Quad Contractions,"Tighten the quad muscle while keeping the leg straight, holding for a few seconds",Quadriceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E612,Mini Squats,Perform small squats to reduce strain on the quads while still building strength,Quadriceps,Moderate,Improve Mobility,10,3,exercise.jpg,
E613,None,,Quadriceps,Severe,Improve Mobility,10,3,exercise.jpg,
E614,Dynamic Leg Swings,"Stand next to a wall, swing one leg forward and backward to loosen hamstrings gradually",Hamstrings,Low,Improve Mobility,10,3,exercise.jpg,
E615,Heel Slides,"Lie on back, slide one heel towards the glutes, focusing on controlled movement",Hamstrings,Low,Improve Mobility,10,3,exercise.jpg,
E616,Seated Hamstring Stretch,"Sit on the floor with one leg extended and the other bent, then gently lean forward from the hips toward the extended leg, keeping the back straight.",Hamstrings,Low,Improve Mobility,10,3,exercise.jpg,
E617,Glute Bridge,"Lie on back, knees bent, lift hips, squeezing hamstrings and glutes at the top",Hamstrings,Low,Improve Mobility,10,3,exercise.jpg,
E618,Single-Leg Deadlift,"Slowly hinge at the hips, extending one leg back, to engage hamstrings",Hamstrings,Low,Improve Mobility,10,3,exercise.jpg,
E619,Standing Hamstring Stretch,"Stand tall, place one heel on a low surface, keep the leg straight, and gently hinge forward at the hips with a straight back until you feel a stretch.",Hamstrings,Low,Improve Mobility,10,3,exercise.jpg,
E620,Modified Downward Dog,"Begin on hands and knees, lift hips to stretch hamstrings, bend knees slightly to prevent overstretching",Hamstrings,Moderate,Improve Mobility,10,3,exercise.jpg,
E621,Seated Forward Fold,"Sit with legs extended, reach towards toes while keeping back straight",Hamstrings,Moderate,Improve Mobility,10,3,exercise.jpg,
E622,Supine Hamstring Stretch with Strap,"Lie on your back, loop a towel or strap around your foot, and gently raise your leg upward while keeping the knee slightly bent and the other leg flat on the floor.",Hamstrings,Moderate,Improve Mobility,10,3,exercise.jpg,
E623,Resistance Band Leg Curls,"Attach a band around ankle, pull heel towards glutes to engage hamstrings",Hamstrings,Moderate,Improve Mobility,10,3,exercise.jpg,
E624,Nordic Hamstring Curl,"Kneel and slowly lower body, using hamstrings to resist movement",Hamstrings,Moderate,Improve Mobility,10,3,exercise.jpg,
E625,Standing Hamstring Curl (Assisted),"Stand while holding onto a chair or wall, bend one knee to bring your heel toward your buttocks, pause, then lower slowly — keep movements smooth and pain-free.",Hamstrings,Moderate,Improve Mobility,10,3,exercise.jpg,
E626,None,,Hamstrings,Moderate,Improve Mobility,10,3,exercise.jpg,
E627,Dynamic Calf Stretch,Slowly perform ankle pumps to warm up,Hamstrings,Severe,Improve Mobility,10,3,exercise.jpg,
E628,Toe Walks,Walk on toes for short distances to engage calves lightly,Calf,Low,Improve Mobility,10,3,exercise.jpg,
E629,Heel Walks,Walk on heels for balance and to gently activate the calves,Calf,Low,Improve Mobility,10,3,exercise.jpg,
E630,Standing Calf Stretch (Wall-Assisted),"Stand facing a wall, place one foot behind the other, and press the back heel into the ground while keeping the back leg straight and front knee bent.",Calf,Low,Improve Mobility,10,3,exercise.jpg,
E631,Calf Raises,"Perform on flat ground, focusing on controlled up and down movements",Calf,Low,Improve Mobility,10,3,exercise.jpg,
E632,Step-Ups,Step onto a low platform to engage calves and improve stability,Calf,Low,Improve Mobility,10,3,exercise.jpg,
E633,Single-Leg Calf Raises,Perform with body weight to strengthen each calf individually,Calf,Low,Improve Mobility,10,3,exercise.jpg,
E634,Ankle Circles,Rotate ankles slowly to maintain range of motion and engage the calf muscles,Calf,Low,Improve Mobility,10,3,exercise.jpg,
E635,Heel-to-Toe Rocking,Rock back and forth from heels to toes to promote blood flow,Calf,Moderate,Improve Mobility,10,3,exercise.jpg,
E636,Standing Calf Stretch,"Stand facing a wall with one leg extended back, gently stretching the calf",Calf,Moderate,Improve Mobility,10,3,exercise.jpg,
E637,Resistance Band Calf Extensions,Use a light resistance band for gentle calf flexion and extension,Calf,Moderate,Improve Mobility,10,3,exercise.jpg,
E638,Seated Calf Raises,"Perform seated with light resistance, such as a band or light weight",Calf,Moderate,Improve Mobility,10,3,exercise.jpg,
E639,Eccentric Calf Raises,"Rise up with both feet, then lower slowly on the affected leg",Calf,Moderate,Improve Mobility,10,3,exercise.jpg,
E640,Towel Calf Stretch (Seated),"Sit with legs extended, loop a towel around the ball of your foot, and gently pull the towel toward you while keeping the knee straight and back supported.",Calf,Moderate,Improve Mobility,10,3,exercise.jpg,
E641,None,,Calf,Severe,Improve Mobility,10,3,exercise.jpg,
E642,Ankle Circles,"Sit comfortably, extend leg, and slowly rotate ankle in circles (both clockwise and counterclockwise)",Ankle,Low,Improve Mobility,10,3,exercise.jpg,
E643,Toe Point and Flex,"Extend leg, point toes forward, then flex foot back to engage ankle mobility",Ankle,Low,Improve Mobility,10,3,exercise.jpg,
E644,Heel-to-Toe Rocks,Stand and gently rock from heels to toes to warm up the ankle,Ankle,Low,Improve Mobility,10,3,exercise.jpg,
E645,Calf Raises (No Weight),"Stand with feet hip-width apart, rise onto toes slowly, then lower back down",Ankle,Low,Improve Mobility,10,3,exercise.jpg,
E646,Towel Scrunches,"Place a towel on the floor, use toes to scrunch it up, engaging ankle and foot muscles",Ankle,Low,Improve Mobility,10,3,exercise.jpg,
E647,Seated Ankle Press,"Sit with feet flat, press the ball of foot gently into the floor, holding tension without movement",Ankle,Low,Improve Mobility,10,3,exercise.jpg,
E648,Ankle Alphabet,"Sit with leg extended, draw letters of the alphabet in the air using your big toe to improve ankle flexibility",Ankle,Moderate,Improve Mobility,10,3,exercise.jpg,
E649,Standing Calf Stretch,"Stand facing a wall, place one foot back, press heel down to stretch the calf and ankle",Ankle,Moderate,Improve Mobility,10,3,exercise.jpg,
E650,Heel Raises (Low Resistance),"Use a chair for support, raise heels off the ground and hold briefly, then lower",Ankle,Moderate,Improve Mobility,10,3,exercise.jpg,
E651,Resistance Band Ankle Flexion,Use a light resistance band to gently pull foot back and forth to engage ankle muscles,Ankle,Moderate,Improve Mobility,10,3,exercise.jpg,
E652,Seated Ankle Dorsiflexion (With Band),"Secure a resistance band around foot, flex ankle against resistance for gentle strengthening",Ankle,Moderate,Improve Mobility,10,3,exercise.jpg,
E653,Toe Taps,"Sit and lift toes up and down repeatedly, engaging the front of the ankle and shin",Ankle,Moderate,Improve Mobility,10,3,exercise.jpg,
E654,None,,Ankle,Severe,Improve Mobility,10,3,exercise.jpg,
E655,Hip Circles,"Stand on one leg while gently rotating the opposite leg in controlled circular motions, keeping your core engaged and hips stable. Perform standing or on all fours.",Gluteals,Low,Improve Mobility,10,3,exercise.jpg,
E656,Bridge,"Lie on your back with knees bent and feet flat on the floor, then lift your hips until your body forms a straight line from shoulders to knees, squeezing your glutes at the top.",Gluteals,Low,Improve Mobility,10,3,exercise.jpg,
E657,Supine Figure-Four Stretch,"Lie on your back, cross one ankle over the opposite knee, and gently pull the uncrossed leg toward your chest to stretch the glute.",Gluteals,Low,Improve Mobility,10,3,exercise.jpg,
E658,Clamshells with light resistance band,"Lie on your side with knees bent and a resistance band around your thighs, then open your top knee away from the bottom one while keeping your feet together and hips stacked.",Gluteals,Low,Improve Mobility,10,3,exercise.jpg,
E659,Squats (Without Weights),"Stand with feet shoulder-width apart, then slowly lower your hips back and down as if sitting into a chair, keeping your chest up and knees aligned with your toes.",Gluteals,Low,Improve Mobility,10,3,exercise.jpg,
E660,Standing Hip Circles,"Stand on one leg with support if needed, and slowly make circular motions with the free leg to mobilize and loosen the glutes and hips.",Gluteals,Low,Improve Mobility,10,3,exercise.jpg,
E661,Pelvic Tilts,"Lie on your back, arch and flatten lower back",Gluteals,Moderate,Improve Mobility,10,3,exercise.jpg,
E662,Bird Dog,"Extend opposite arm and leg, keeping back straight",Gluteals,Moderate,Improve Mobility,10,3,exercise.jpg,
E663,Kneeling Gluteal Stretch,"Start in a kneeling lunge position, then gently shift your weight forward to stretch the back leg’s glute, keeping your chest upright and hips aligned.",Gluteals,Moderate,Improve Mobility,10,3,exercise.jpg,
E664,Step-Ups,"Step onto a sturdy platform or bench with one foot, driving through your heel to lift your body up, then step down with control and repeat on the other leg.",Gluteals,Moderate,Improve Mobility,10,3,exercise.jpg,
E665,Light-weight Deadlifts,"With a straight back and soft knees, hinge at the hips to lower the weights toward the floor, then engage your glutes and hamstrings to return to standing.",Gluteals,Moderate,Improve Mobility,10,3,exercise.jpg,
E666,Reclined Figure-4 Stretch,"Lie on your back, cross one ankle over the opposite thigh, then gently pull the uncrossed leg toward your chest until you feel a stretch in the glute.",Gluteals,Moderate,Improve Mobility,10,3,exercise.jpg,
E667,None,,Gluteals,Severe,Improve Mobility,10,3,exercise.jpg,
E668,Cat-Cow Stretch,Gentle spine and abdominal movement to improve flexibility and blood flow,Abdominals,Low,Improve Mobility,10,3,exercise.jpg,
E669,Standing Trunk Rotations,Slowly rotate torso side to side to engage core without straining,Abdominals,Low,Improve Mobility,10,3,exercise.jpg,
E670,Deep Breathing Exercises,Diaphragmatic breathing to activate the core and improve mobility,Abdominals,Low,Improve Mobility,10,3,exercise.jpg,
E671,Pelvic Tilts,Lie on your back and gently tilt your pelvis up and down to activate the core muscles,Abdominals,Low,Improve Mobility,10,3,exercise.jpg,
E672,Modified Plank,Perform a plank on knees to strengthen abdominals with minimal load,Abdominals,Low,Improve Mobility,10,3,exercise.jpg,
E673,Dead Bug Exercise,"Lie on back, alternate extending opposite arm and leg while keeping core engaged",Abdominals,Low,Improve Mobility,10,3,exercise.jpg,
E674,Seated Forward Bend,Sit and gently reach forward to stretch lower abdominals and back,Abdominals,Moderate,Improve Mobility,10,3,exercise.jpg,
E675,Cat-Cow Stretch,Gentle arching and rounding of the back to reduce tightness in abdominals,Abdominals,Moderate,Improve Mobility,10,3,exercise.jpg,
E676,Torso Twists with Controlled Breathing,Twist slowly from side to side while standing,Abdominals,Moderate,Improve Mobility,10,3,exercise.jpg,
E677,Bird Dog,"On all fours, extend opposite arm and leg to engage the core with minimal stress",Abdominals,Moderate,Improve Mobility,10,3,exercise.jpg,
E678,Side Plank (Knee Support),Perform a side plank with knee support to engage the obliques and core gently,Abdominals,Moderate,Improve Mobility,10,3,exercise.jpg,
E679,Glute Bridge,"Engage core while lifting hips, strengthening core and glutes",Abdominals,Moderate,Improve Mobility,10,3,exercise.jpg,
E680,None,,Abdominals,Severe,Improve Mobility,10,3,exercise.jpg,
E681,Standing Side Bends,Slowly bend side to side to gently stretch the obliques,Obliques,Low,Improve Mobility,10,3,exercise.jpg,
E682,Cat-Cow Stretch,Gently engage core and obliques through the stretching motion,Obliques,Low,Improve Mobility,10,3,exercise.jpg,
E683,Seated Torso Rotations,Rotate torso side to side while seated to improve mobility in the oblique region,Obliques,Low,Improve Mobility,10,3,exercise.jpg,
E684,Side Plank on Knees,Perform on one side with knee support to engage obliques without too much strain,Obliques,Low,Improve Mobility,10,3,exercise.jpg,
E685,Russian Twists (No Weight),"Perform seated, slowly twisting torso to engage obliques without weights",Obliques,Low,Improve Mobility,10,3,exercise.jpg,
E686,Standing Oblique Crunches,Lift knee toward elbow on the same side to gently activate obliques,Obliques,Low,Improve Mobility,10,3,exercise.jpg,
E687,Seated Side Stretch,Gently reach over to each side while seated to stretch the obliques,Obliques,Moderate,Improve Mobility,10,3,exercise.jpg,
E688,Trunk Rotations,Stand and gently rotate torso side to side to loosen up oblique muscles,Obliques,Moderate,Improve Mobility,10,3,exercise.jpg,
E689,Cat-Cow Stretch,Gentle movement to mobilize spine and engage obliques slightly,Obliques,Moderate,Improve Mobility,10,3,exercise.jpg,
E690,Modified Side Plank,"Perform side plank with knees bent, engaging obliques without full body weight",Obliques,Moderate,Improve Mobility,10,3,exercise.jpg,
E691,Dead Bug Exercise (Controlled),"Lie on back, alternate extending opposite arm and leg, engaging obliques",Obliques,Moderate,Improve Mobility,10,3,exercise.jpg,
E692,Oblique Crunches (Supine),"Lying on back, bring elbow to opposite knee in a controlled movement",Obliques,Moderate,Improve Mobility,10,3,exercise.jpg,
E693,None,,Obliques,Severe,Improve Mobility,10,3,exercise.jpg,
E694,Core Stabilization,Perform exercises like lying pelvic tilts and partial crunches,Lower Back,Low,Improve Mobility,10,3,exercise.jpg,
E695,Lower Back Mobilization,Gentle flexion and extension exercises while lying on your back,Lower Back,Low,Improve Mobility,10,3,exercise.jpg,
E696,Cat-Cow Stretch,"On hands and knees, slowly arch your back upward (cat) then dip it downward while lifting your head (cow), moving gently through both motions.",Lower Back,Low,Improve Mobility,10,3,exercise.jpg,
E697,Bird Dogs,Alternate extending opposite arm and leg while maintaining core stability,Lower Back,Low,Improve Mobility,10,3,exercise.jpg,
E698,Bridges,Lift hips while keeping feet flat on the ground to strengthen lower back and glutes,Lower Back,Low,Improve Mobility,10,3,exercise.jpg,
E699,Knees-to-Chest Stretch,"Lie on your back, gently pull both knees toward your chest while keeping your head and shoulders relaxed on the floor.",Lower Back,Low,Improve Mobility,10,3,exercise.jpg,
E700,Active Stretching,Include stretches that engage the full range of motion,Lower Back,Moderate,Improve Mobility,10,3,exercise.jpg,
E701,Yoga,Poses like Child’s Pose and Cobra that specifically target and stretch the lower back,Lower Back,Moderate,Improve Mobility,10,3,exercise.jpg,
E702,Pelvic Tilt,"Lie on your back with knees bent, and slowly flatten your lower back against the floor by gently tilting your pelvis upward, then release.",Lower Back,Moderate,Improve Mobility,10,3,exercise.jpg,
E703,Partial Deadlifts (with light weights),"With a straight back and slight bend in the knees, lower the light weights just past the knees by hinging at the hips, then engage your glutes and hamstrings to return to standing. Focus on the form to avoid strain.",Lower Back,Moderate,Improve Mobility,10,3,exercise.jpg,
E704,Wall Sits,Maintain a sitting posture against the wall to engage lower back and leg muscles,Lower Back,Moderate,Improve Mobility,10,3,exercise.jpg,
E705,Seated Forward Fold (Chair-Assisted),"Sit on a chair, hinge forward at the hips, and slowly reach your hands toward the floor, letting your head and spine relax into the stretch.",Lower Back,Moderate,Improve Mobility,10,3,exercise.jpg,
E706,None,,Lower Back,Severe,Improve Mobility,10,3,exercise.jpg,
E707,Diaphragmatic Breathing,Focus on expanding the stomach rather than the chest,Diaphragm,Low,Improve Mobility,10,3,exercise.jpg,
E708,Pursed Lip Breathing,"Breathe in through the nose and out through pursed lips, which helps control breathing pace",Diaphragm,Low,Improve Mobility,10,3,exercise.jpg,
E709,Diaphragmatic (Belly) Breathing,"Lie down or sit comfortably, place one hand on your chest and one on your belly, and inhale deeply so that only your belly rises, then exhale slowly.",Diaphragm,Low,Improve Mobility,10,3,exercise.jpg,
E710,Seated or Lying Marching,Perform while focusing on controlled breathing,Diaphragm,Low,Improve Mobility,10,3,exercise.jpg,
E711,Balloon Blowing,Blow into a balloon to increase diaphragm endurance and control,Diaphragm,Low,Improve Mobility,10,3,exercise.jpg,
E712,Crocodile Breathing,"Lie face down with your forehead resting on your hands, and breathe slowly so that your belly presses into the floor on each inhale.",Diaphragm,Low,Improve Mobility,10,3,exercise.jpg,
E713,Segmental Breathing,Focus on filling different sections of the lungs to ensure all areas are exercised,Diaphragm,Moderate,Improve Mobility,10,3,exercise.jpg,
E714,Sniffing,"Short, sharp inhalations to activate the diaphragm",Diaphragm,Moderate,Improve Mobility,10,3,exercise.jpg,
E715,Seated Diaphragmatic Breathing with Arm Support,"Sit upright with arms resting on your thighs, inhale deeply through the nose letting your belly expand, and exhale slowly through pursed lips while gently drawing the belly in.",Diaphragm,Moderate,Improve Mobility,10,3,exercise.jpg,
E716,Resistance Band Breathing,"Attach a band around the torso; inhale and allow the torso to expand against resistance, then exhale",Diaphragm,Moderate,Improve Mobility,10,3,exercise.jpg,
E717,90/90 Diaphragmatic Breathing (Wall-Supported),"Lie on your back with hips and knees bent at 90 degrees against a wall, place your hands on your abdomen, and slowly inhale through your nose, expanding your belly while keeping your chest still.",Diaphragm,Moderate,Improve Mobility,10,3,exercise.jpg,
E718,Lateral Rib Breathing,"Sit upright, place your hands on the sides of your ribcage, and focus on expanding your ribs outward with each inhale and gently letting them return with each exhale.",Diaphragm,Moderate,Improve Mobility,10,3,exercise.jpg,
E719,None,,Diaphragm,Severe,Improve Mobility,10,3,exercise.jpg,
E720,Segmental Spinal Mobilization,Gentle spinal articulations to increase vertebral mobility,Multifidus,Low,Improve Mobility,10,3,exercise.jpg,
E721,Pelvic Tilts,Gentle anterior and posterior pelvic tilting to engage lower back stabilizers,Multifidus,Low,Improve Mobility,10,3,exercise.jpg,
E722,Cat-Cow Stretch,"Start on hands and knees, arch your back upwards like a cat while exhaling, then drop your belly and lift your head and tailbone while inhaling.",Multifidus,Low,Improve Mobility,10,3,exercise.jpg,
E723,Bird Dogs,"Lie on your back with knees bent, gently flatten your lower back against the floor by tilting your pelvis upward, then release and repeat. Alternate extending opposite arm and leg while maintaining core stability",Multifidus,Low,Improve Mobility,10,3,exercise.jpg,
E724,Bridges,Lift hips while keeping feet flat on the ground to strengthen lower back and core,Multifidus,Low,Improve Mobility,10,3,exercise.jpg,
E725,Prone Arm and Leg Raises,"Lie on your stomach with arms overhead, then gently lift one arm and the opposite leg off the ground, hold for a few seconds, and switch sides.",Multifidus,Low,Improve Mobility,10,3,exercise.jpg,
E726,Core Stabilization Exercises,Includes exercises like planks and side planks to engage and strengthen the core musculature without excessive spinal movement,Multifidus,Moderate,Improve Mobility,10,3,exercise.jpg,
E727,Modified Yoga,Gentle poses focusing on stability and flexibility of the spine,Multifidus,Moderate,Improve Mobility,10,3,exercise.jpg,
E728,Supported Bridge Pose,"Lie on your back with knees bent, slowly lift your hips while keeping the spine neutral, hold briefly, and lower gently — use a cushion under your hips if needed.",Multifidus,Moderate,Improve Mobility,10,3,exercise.jpg,
E729,Wall Squats,"Maintain a sitting posture against the wall, focusing on core and lower back engagement",Multifidus,Moderate,Improve Mobility,10,3,exercise.jpg,
E730,Supermans,Lay prone and lift arms and legs to engage and strengthen the spinal extensors,Multifidus,Moderate,Improve Mobility,10,3,exercise.jpg,
E731,Pelvic Tilt (Supine),"Lie on your back with knees bent, gently flatten your lower back against the floor by engaging your core, then relax and repeat slowly.",Multifidus,Moderate,Improve Mobility,10,3,exercise.jpg,
E732,None,,Multifidus,Severe,Improve Mobility,10,3,exercise.jpg,
